Lipid,C3L-00365,C3L-00674,C3L-00677,C3L-01043,C3L-01045,C3L-01048,C3L-01049,C3L-01149,C3L-01157,C3L-01839,C3L-01887,C3L-02041,C3L-02465,C3L-02504,C3L-02542,C3L-02642,C3L-02704,C3L-02705,C3L-02707,C3L-02708,C3L-02900,C3L-02970,C3L-02984,C3L-03266,C3L-03407,C3L-03681,C3L-03727,C3L-03728,C3L-03748,C3L-03968,C3L-04084,C3N-00661,C3N-00662,C3N-00663,C3N-00665,C3N-01192,C3N-01196,C3N-01334,C3N-01364,C3N-01366,C3N-01368,C3N-01369,C3N-01505,C3N-01515,C3N-01517,C3N-01518,C3N-01798,C3N-01814,C3N-01815,C3N-01816,C3N-01817,C3N-01818,C3N-01850,C3N-01852,C3N-01856,C3N-02181,C3N-02183,C3N-02185,C3N-02186,C3N-02188,C3N-02190,C3N-02255,C3N-02256,C3N-02769,C3N-02770,C3N-02782,C3N-02783,C3N-02784,C3N-02785,C3N-02786,C3N-02788,C3N-03070,C3N-03088,C3N-03180,C3N-03182,C3N-03183,C3N-03184,C3N-03186,C3N-03187,C3N-03188,PT-NPJ7,PT-P44H,PT-Q2AG,PT-R55F,PT-RN5K,PT-UTHO,PT-WVLH
TG(16:0/18:1/22:5);TG(18:1/18:1/20:4),21.934,21.602,21.672,22.035,22.191,22.684,22.887,21.844,20.935,20.223,18.822,21.493,21.759,21.697,21.325,20.818,22.611,21.159,20.294,22.603,21.321,21.343,19.611,21.303,21.416,21.452,21.591,19.776,21.936,21.283,21.556,22.363,21.832,22.564,22.552,21.488,22.211,22.242,22.104,21.563,21.639,22.372,21.954,22.830,22.055,21.938,21.306,21.073,21.028,22.118,19.838,20.909,19.987,21.488,23.475,23.107,20.417,21.482,20.823,22.174,21.620,21.985,20.086,22.539,21.723,21.722,20.840,21.743,21.325,23.101,22.724,21.760,19.671,21.716,22.819,20.686,21.363,21.791,19.814,19.813,21.249,19.935,19.302,19.605,18.608,19.910,19.237
TG(16:0/18:1/23:0),16.425,19.240,14.343,15.276,16.737,15.907,16.431,15.159,17.553,18.614,15.062,13.807,13.105,17.970,15.932,16.879,16.010,18.402,14.132,16.063,14.051,16.908,13.609,17.905,18.682,17.016,13.930,13.856,17.656,18.504,16.004,15.416,17.036,16.129,16.933,15.740,15.992,16.245,14.765,18.264,17.658,19.235,18.252,16.308,14.552,14.935,15.875,18.045,19.454,13.931,17.426,14.624,16.960,14.393,15.608,17.284,15.815,18.426,18.882,15.899,18.466,17.554,14.960,17.648,17.462,16.707,14.683,16.963,16.290,15.209,16.669,13.526,15.475,19.803,14.958,17.755,14.794,17.147,14.658,14.383,12.580,14.795,13.029,13.740,13.528,13.721,15.129
TG(16:0/18:1/23:1),16.817,18.947,14.147,15.422,16.078,16.584,16.933,14.652,17.219,18.167,14.473,13.264,13.358,16.803,15.115,16.362,16.982,17.791,12.958,15.803,13.655,16.789,13.661,17.539,18.759,16.499,13.706,14.202,17.300,19.409,16.000,15.599,16.706,16.024,16.990,15.885,17.006,16.139,15.516,17.621,17.388,19.366,17.736,16.723,14.512,14.686,15.704,17.586,18.947,14.984,16.625,14.653,16.637,14.415,16.314,17.407,15.119,17.947,18.219,15.525,18.012,16.373,13.952,17.176,16.782,16.156,14.419,16.963,15.931,15.744,16.942,13.364,15.204,19.267,15.446,16.910,14.729,16.868,13.991,13.551,11.978,14.723,12.473,13.341,12.841,12.982,13.449
TG(16:0/18:2/18:2),21.698,21.484,21.818,23.777,22.753,22.296,23.235,22.701,21.139,21.146,20.824,21.562,22.396,21.016,21.285,21.176,21.079,21.956,21.435,22.829,21.272,21.252,20.513,20.808,21.102,22.463,22.266,19.297,21.429,22.387,21.355,22.398,21.165,21.924,22.312,21.364,21.165,21.604,21.938,21.293,21.008,22.004,21.233,23.042,23.874,22.667,22.811,21.550,21.594,22.660,21.489,22.258,20.249,21.093,22.251,23.792,21.545,22.273,21.069,22.385,22.505,20.863,19.843,22.989,21.905,23.390,21.219,22.421,22.481,23.154,23.375,24.892,20.344,21.393,23.151,21.328,23.362,23.066,21.603,22.012,21.061,18.267,18.312,17.147,18.731,18.388,18.271
TG(16:0/18:2/20:4);TG(16:1/18:1/20:4),21.918,21.969,21.602,NA,22.378,22.680,22.915,21.718,20.649,19.679,18.290,21.254,21.225,21.264,20.863,20.706,22.113,21.067,20.027,22.718,20.752,21.313,18.878,20.844,20.331,21.334,21.398,19.366,21.552,NA,21.678,22.374,21.549,22.163,NA,21.034,21.686,22.079,20.765,21.100,21.311,22.291,21.793,22.787,21.942,21.752,20.891,20.520,20.924,21.380,19.709,20.529,19.132,21.370,23.503,23.333,NA,NA,20.485,22.052,21.670,NA,19.126,22.596,21.551,21.312,20.380,NA,21.159,23.243,23.180,21.716,19.264,20.974,22.468,20.555,21.404,22.033,19.644,19.714,21.072,19.243,18.375,18.273,17.792,NA,18.169
TG(16:0/20:1/22:6);TG(18:0/18:1/22:6),20.996,20.577,20.171,20.577,20.895,22.318,21.202,21.451,20.430,19.823,18.406,19.589,20.293,20.651,20.449,20.128,21.180,19.969,19.401,21.011,19.421,20.594,17.966,20.787,21.528,20.236,20.227,18.806,21.371,19.026,20.564,21.607,21.160,20.410,21.992,20.766,21.773,21.165,19.883,20.746,21.209,21.368,21.102,22.136,19.922,21.066,20.522,20.114,20.733,21.222,19.039,20.071,19.605,21.146,21.922,21.084,19.284,20.833,20.250,20.704,20.692,20.623,19.422,22.096,20.472,20.960,19.421,20.766,20.875,21.854,21.044,18.592,18.493,21.533,20.868,19.377,20.355,21.335,18.351,18.463,18.680,17.697,18.700,18.347,16.824,17.941,18.476
TG(16:0/20:4/22:6),21.435,21.476,20.180,21.334,21.484,22.724,21.615,20.865,19.939,19.857,17.265,19.549,19.358,20.893,19.599,20.409,21.956,19.722,18.814,21.169,19.399,21.626,17.534,21.135,20.328,20.868,20.594,18.007,21.419,17.817,21.199,22.049,21.215,20.764,22.150,20.269,21.324,21.481,18.789,20.186,20.991,21.191,21.768,22.173,19.646,20.860,19.284,19.105,20.259,20.065,18.944,19.289,19.366,21.090,22.783,21.237,17.916,21.338,19.994,21.080,20.544,20.168,18.616,22.513,20.733,20.108,19.431,20.197,21.113,22.192,21.888,17.986,18.044,20.799,20.625,19.241,20.475,21.421,19.289,18.498,19.849,18.650,19.124,19.036,17.086,19.095,19.366
TG(16:0/20:5/22:6);TG(16:1/20:4/22:6),16.942,17.983,16.805,18.140,17.445,19.093,17.797,16.255,15.430,15.366,NA,16.410,16.847,16.322,15.759,16.622,18.183,15.724,15.105,17.778,16.522,17.987,14.689,16.978,16.388,17.222,16.459,13.572,17.849,14.622,17.400,18.071,17.707,17.178,19.010,16.689,17.909,17.851,15.470,16.771,17.214,17.344,18.442,19.681,16.021,16.994,14.929,14.949,16.199,15.950,15.384,15.586,15.229,16.934,19.934,17.641,13.911,17.211,15.917,16.803,16.349,16.580,14.952,18.622,17.296,15.540,16.045,16.443,17.233,18.516,18.389,15.924,NA,16.940,16.723,15.181,16.476,17.660,14.873,14.914,17.752,17.021,15.041,14.427,NA,15.636,14.735
TG(16:0/22:6/22:6),19.279,19.234,18.632,18.798,19.323,21.081,19.452,19.154,18.367,18.817,17.105,17.317,18.451,17.629,17.260,18.936,19.256,18.318,17.969,18.404,17.766,19.704,17.794,19.767,19.379,19.040,18.777,16.767,19.581,14.781,19.127,20.492,19.420,17.988,21.086,18.788,19.309,20.006,17.759,19.019,19.587,19.451,19.952,21.300,17.994,18.820,18.431,17.589,18.938,19.443,17.801,18.115,18.686,20.267,20.521,18.572,17.028,19.504,18.960,18.798,18.889,18.748,18.334,20.775,18.630,18.554,18.564,19.025,19.366,20.699,19.140,17.536,16.948,19.882,18.373,16.583,18.690,20.464,17.526,18.575,18.670,17.566,17.549,17.672,16.135,17.228,17.441
TG(16:1/18:1/18:1);TG(16:0/18:1/18:2),23.304,22.536,22.933,24.000,23.709,23.821,23.850,23.696,22.745,22.602,22.231,22.710,23.741,22.634,22.603,22.424,22.826,22.968,22.906,23.838,22.382,22.275,22.047,22.355,22.426,23.235,23.537,21.203,22.724,23.381,22.685,23.828,22.916,23.860,23.367,22.806,23.047,23.320,23.544,22.951,22.797,23.347,22.509,24.216,24.680,23.470,23.658,22.467,22.741,23.779,22.275,23.017,21.527,22.967,23.921,24.440,22.417,23.011,22.286,23.514,23.269,22.618,21.894,23.828,22.781,24.090,22.344,23.291,23.486,23.980,23.742,25.183,21.624,22.522,24.015,22.078,23.777,23.712,22.379,22.604,22.388,20.476,20.275,19.418,20.871,20.618,20.108
TG(16:1/18:2/18:2),18.846,19.152,19.468,21.065,18.918,19.703,20.193,19.461,17.998,18.709,17.682,19.383,19.624,18.665,18.465,18.207,18.300,19.495,18.498,20.376,19.133,18.949,17.751,18.407,18.358,20.374,19.088,16.513,19.125,19.166,18.946,20.478,18.799,19.864,20.014,18.897,18.392,18.702,19.083,18.642,18.133,19.203,19.110,19.997,21.126,19.680,20.111,18.987,19.030,19.605,18.881,19.712,17.758,18.597,19.881,21.122,18.791,19.933,18.543,19.359,19.825,18.919,17.153,20.523,19.189,20.930,18.278,19.474,19.958,20.446,21.037,22.808,17.689,19.107,20.468,19.066,21.314,20.634,18.575,19.547,19.006,15.551,15.102,14.655,15.191,15.654,15.501
TG(16:1/18:2/20:4),18.256,19.351,18.671,19.533,19.085,19.429,19.770,17.869,16.824,16.628,14.926,18.747,18.152,18.105,17.504,17.382,18.638,18.264,16.858,19.861,18.250,18.662,16.379,17.954,17.330,18.684,18.087,15.845,18.714,17.620,18.274,19.846,18.804,19.103,19.968,18.223,18.534,19.003,17.811,18.426,17.956,19.184,19.053,20.776,18.862,18.238,17.948,17.175,17.768,18.097,16.814,17.889,16.260,18.128,20.779,20.360,16.783,18.299,17.331,18.593,18.445,17.831,15.878,19.506,18.642,18.790,17.962,17.982,18.190,20.261,20.572,20.320,16.232,17.986,19.494,17.718,19.092,19.238,16.757,17.110,18.576,16.055,15.118,15.088,14.194,15.631,14.565
TG(16:1/20:5/22:6),12.611,14.518,12.915,13.648,14.327,14.728,14.606,12.331,11.344,13.618,NA,12.817,13.130,12.464,11.584,12.866,13.538,12.187,11.181,14.215,13.324,14.045,NA,13.085,12.316,13.104,12.172,NA,13.292,NA,13.090,14.489,14.044,13.608,15.627,12.719,13.196,14.220,12.091,13.234,13.038,14.051,14.852,16.193,12.471,12.900,NA,NA,12.563,12.480,NA,NA,NA,14.152,15.487,14.121,NA,13.236,12.315,12.971,12.551,12.449,11.450,14.907,13.817,11.891,13.625,12.704,13.820,15.796,15.444,13.289,NA,13.786,13.947,NA,11.596,14.400,NA,11.394,14.239,NA,NA,NA,NA,NA,NA
TG(17:1/18:1/18:2),17.575,17.262,16.806,18.532,16.966,18.036,18.334,16.976,16.464,16.785,15.777,16.710,17.568,16.837,16.808,16.851,16.414,17.432,16.467,18.112,16.680,16.592,15.990,16.723,17.039,17.440,16.851,15.445,17.178,19.202,16.737,17.272,17.030,17.336,18.123,16.572,17.570,16.821,17.338,17.247,17.156,18.402,17.425,17.982,18.475,17.226,17.922,17.067,17.329,17.664,16.394,17.457,15.485,16.718,17.471,18.241,16.896,17.233,16.955,17.016,17.559,16.304,15.537,17.702,16.920,17.881,16.035,17.946,17.148,18.149,17.774,19.657,15.753,17.269,18.216,16.041,18.046,17.297,16.261,16.110,16.136,14.045,14.144,13.498,13.460,13.674,13.311
TG(18:0/18:1/18:1);TG(16:0/18:1/20:1),21.995,21.551,21.162,21.900,21.809,22.694,22.736,22.184,21.611,21.071,20.152,20.755,21.927,21.413,21.253,20.869,22.810,21.895,20.783,22.045,20.539,21.396,19.658,21.500,22.204,21.681,21.405,20.356,22.209,22.617,21.660,22.259,22.320,22.701,22.633,22.027,23.118,22.204,22.353,22.028,22.305,22.694,21.829,23.138,22.620,21.870,21.922,21.427,21.873,22.816,20.023,21.469,20.584,21.704,23.194,22.741,20.650,21.825,21.431,22.412,21.830,21.941,20.652,22.412,21.426,22.554,21.002,22.516,21.717,22.568,22.406,21.920,19.900,22.236,22.663,20.710,21.713,21.670,19.675,19.268,19.535,19.379,18.510,18.508,18.695,19.088,18.735
TG(18:0/18:1/22:4),20.823,20.631,19.919,20.427,20.011,21.827,21.508,21.946,20.321,18.999,17.308,19.320,19.601,21.282,20.993,19.959,21.491,20.084,19.132,21.479,20.006,20.402,17.252,20.515,21.071,19.685,20.103,18.240,21.323,20.838,20.687,20.724,21.263,21.055,21.640,20.314,21.480,20.588,20.212,20.562,20.576,21.532,21.012,21.595,20.084,20.753,20.394,20.862,20.618,21.029,18.582,19.522,18.666,19.955,22.316,21.688,19.404,20.533,19.917,21.028,20.806,21.140,18.837,21.889,20.402,20.606,19.344,21.163,20.510,21.384,21.894,18.711,18.154,21.568,21.406,19.679,20.474,20.477,17.692,17.842,16.879,16.535,16.814,17.108,15.953,16.998,16.843
TG(18:0/18:1/22:5);TG(18:0/18:0/22:6),19.252,18.577,17.906,18.690,18.713,20.302,19.335,20.511,18.890,17.622,16.675,16.811,17.709,19.059,18.503,17.900,19.019,18.146,17.631,18.784,16.923,18.821,15.353,19.037,19.637,18.521,18.140,16.585,19.554,17.289,18.509,19.541,19.363,18.103,20.016,18.340,19.700,18.856,17.403,18.758,19.090,19.477,19.580,20.405,18.042,18.883,18.579,18.563,19.073,18.472,17.148,18.307,17.718,19.151,19.954,18.838,17.570,19.085,18.187,18.724,18.822,18.364,17.796,20.850,18.763,19.340,17.300,19.160,19.346,19.714,19.089,15.768,15.986,19.555,18.626,18.031,18.753,19.351,16.195,16.580,15.586,15.059,17.221,16.185,15.124,16.232,17.062
TG(18:0/20:4/22:4),20.306,19.814,19.364,20.066,19.723,21.364,21.196,21.216,19.740,18.471,16.887,19.350,18.685,21.062,20.798,19.281,20.804,18.595,17.997,21.118,19.124,19.961,16.459,19.513,20.054,19.043,19.542,17.542,20.679,19.204,19.959,20.132,20.293,20.696,20.585,19.357,20.457,19.999,18.980,19.613,19.773,20.377,20.742,20.237,19.080,20.443,19.188,19.891,19.374,20.084,18.263,18.716,18.155,19.219,21.702,21.173,18.313,20.184,18.942,20.066,19.882,19.862,18.063,20.976,20.096,19.366,18.394,19.734,19.669,21.219,20.996,18.575,17.517,20.702,20.780,20.005,19.207,19.722,17.753,17.103,18.120,17.439,18.741,18.809,16.338,18.111,19.117
TG(18:0/20:4/22:6),20.287,20.105,19.797,20.533,20.921,22.032,21.278,20.992,19.590,19.107,17.686,19.142,19.401,20.333,19.767,19.405,20.941,18.894,18.539,20.346,18.362,20.510,17.136,20.387,20.268,19.224,19.990,17.692,20.921,17.047,20.044,21.208,20.700,19.896,21.468,19.729,21.008,20.448,18.831,19.879,20.443,20.641,21.351,21.385,19.143,20.213,19.286,19.075,19.655,19.351,18.795,19.076,19.674,20.233,21.945,20.194,17.731,20.742,19.216,20.207,19.955,19.619,18.959,21.622,20.232,20.135,19.090,19.826,20.406,21.756,20.540,17.160,17.573,20.476,20.361,18.628,19.551,20.676,18.894,18.476,19.973,18.892,20.629,20.134,16.978,19.647,20.427
TG(18:0/22:4/22:6),18.785,18.185,17.832,18.471,18.287,20.084,19.536,20.066,18.331,17.317,16.049,17.150,16.901,19.363,19.005,18.003,18.701,17.381,16.941,19.124,17.450,18.358,15.055,18.502,19.215,17.255,18.015,15.859,19.236,16.572,18.159,18.831,19.328,18.357,19.783,17.651,19.220,18.530,17.167,18.429,18.099,19.173,19.366,19.389,17.540,18.947,18.094,18.026,18.170,18.285,16.298,17.552,17.541,18.061,20.272,18.839,16.747,18.665,17.598,18.495,18.481,18.173,17.420,19.944,18.808,18.119,17.016,18.733,18.680,19.980,19.176,15.634,16.087,19.775,18.893,18.027,18.151,18.731,16.473,16.711,15.838,15.852,16.852,16.885,15.004,16.176,17.169
TG(18:0/22:6/22:6),17.598,17.375,17.118,17.464,18.548,19.893,18.712,18.406,17.357,17.482,16.065,15.542,16.790,16.953,16.383,17.115,17.326,16.864,16.563,17.031,15.909,18.030,14.764,18.469,18.960,17.139,16.757,15.369,18.698,13.710,17.686,19.398,18.518,16.530,20.124,17.495,18.492,18.358,15.997,17.794,18.145,18.723,18.954,19.954,16.990,18.027,17.648,16.269,17.829,17.493,16.682,17.208,17.493,18.817,19.571,16.943,15.895,18.308,17.466,17.533,17.803,17.153,17.201,20.021,17.598,17.854,16.942,17.897,18.335,19.815,17.643,14.958,15.487,19.132,17.573,15.386,17.448,19.351,15.741,16.536,17.647,16.426,18.681,18.058,15.157,17.574,18.304
TG(18:1/18:1/22:4),20.882,20.453,19.969,18.321,20.446,21.848,21.895,20.872,20.065,NA,17.070,19.883,20.095,20.857,20.517,19.890,21.273,NA,19.492,21.758,20.098,20.192,NA,19.876,20.746,19.943,20.221,18.462,20.702,NA,20.465,21.102,20.856,21.241,21.133,20.443,21.359,20.885,20.652,20.696,20.399,21.590,21.225,22.064,NA,20.926,20.495,20.582,20.225,21.488,18.509,19.792,18.571,20.271,22.357,22.026,NA,18.511,19.785,20.763,20.936,NA,18.694,21.658,NA,NA,19.429,NA,20.283,21.944,22.000,19.679,NA,21.269,21.884,19.993,20.470,20.842,NA,19.053,NA,17.078,16.458,16.054,15.627,NA,16.344
TG(18:1/18:1/25:0),14.700,17.178,12.800,13.256,14.837,13.597,14.750,13.614,16.139,17.107,15.190,12.387,12.522,15.664,14.111,15.121,14.236,16.695,12.947,13.582,12.481,15.149,12.850,15.939,17.613,15.300,12.120,13.332,15.932,17.147,14.229,13.201,14.677,14.318,15.520,14.226,14.448,15.351,14.054,16.792,16.142,18.070,16.522,15.117,12.719,13.200,14.634,16.213,17.865,12.254,15.977,13.772,15.596,13.000,14.113,15.594,14.146,16.372,17.085,14.344,16.449,15.535,13.504,15.543,15.558,14.755,13.449,15.293,14.348,13.824,15.169,12.382,14.992,18.650,13.741,15.452,13.049,15.650,13.902,14.521,12.271,14.746,13.562,13.871,12.975,13.396,14.698
TG(18:1/18:1/26:1),16.021,17.389,14.691,14.805,16.175,15.992,17.164,15.131,16.951,16.911,15.675,14.676,15.025,16.113,14.748,15.916,16.780,16.808,13.817,16.315,14.571,15.640,15.215,16.264,18.150,16.331,14.843,14.631,17.079,18.101,15.837,15.262,16.337,17.229,18.296,16.905,17.131,17.857,16.942,17.305,17.308,18.545,16.959,17.820,15.628,15.669,15.769,16.384,18.181,15.962,15.953,15.190,15.982,14.880,17.472,17.770,15.557,16.317,17.456,17.401,17.122,16.130,14.966,16.588,15.886,16.565,15.786,17.731,15.481,17.135,18.039,14.472,15.777,18.948,17.361,16.660,14.287,16.602,14.341,14.919,13.574,14.883,14.235,14.833,12.798,15.332,14.779
TG(18:1/18:2/18:2),20.279,20.340,20.619,23.181,21.393,21.243,22.426,21.605,19.590,19.299,19.532,20.416,21.170,NA,20.015,19.506,19.877,21.418,19.767,21.393,19.745,20.424,18.767,20.033,20.436,21.835,20.494,18.358,20.657,21.537,20.517,21.513,19.771,20.934,21.471,20.194,19.732,20.322,21.161,19.941,19.775,21.267,20.493,22.386,22.878,21.451,21.941,20.900,20.478,21.893,20.885,21.288,19.590,19.606,21.339,22.581,20.484,21.690,20.009,21.343,21.508,19.416,18.150,21.874,20.701,22.661,20.417,21.497,21.273,22.379,22.336,24.371,19.806,20.538,22.769,20.297,22.661,22.142,20.798,20.388,20.272,17.486,16.628,15.678,16.790,16.942,17.315
TG(18:1/18:2/24:1),17.772,18.885,15.831,17.661,17.887,18.431,19.329,17.799,17.464,16.861,14.733,16.190,16.250,18.029,17.178,17.486,18.031,17.981,15.696,18.923,16.726,17.354,14.976,17.575,19.039,17.129,16.638,15.456,19.145,18.743,17.674,17.431,17.955,18.131,19.908,18.575,18.720,18.973,17.919,18.472,18.560,19.273,19.057,19.609,18.255,17.541,17.252,17.997,18.644,17.669,16.000,16.957,15.711,17.101,18.847,19.768,16.520,17.539,18.099,19.169,18.680,17.803,15.090,18.863,18.139,18.352,16.923,19.427,17.886,19.391,19.982,15.749,16.086,19.158,19.421,18.226,17.036,17.824,14.900,15.023,13.771,13.817,13.100,13.298,12.431,13.763,13.748
TG(18:1/19:1/22:2),15.276,17.482,12.590,15.155,14.534,15.597,15.468,13.880,15.534,15.291,12.101,11.928,12.270,15.237,14.423,14.826,15.120,15.968,11.777,14.489,12.765,14.912,11.901,15.365,16.596,14.801,12.635,12.832,16.175,17.867,14.030,14.291,15.328,13.812,16.158,14.579,16.078,14.409,14.437,15.800,15.766,17.574,16.458,15.219,13.710,13.647,15.169,16.043,16.952,14.134,14.059,13.469,14.120,13.791,15.111,16.255,14.058,15.782,16.029,14.871,16.465,14.521,12.408,15.999,15.485,14.512,NA,16.022,14.590,14.964,16.196,12.290,13.115,17.349,14.744,15.121,14.010,15.144,11.833,11.805,NA,11.818,NA,NA,NA,NA,NA
TG(18:1/28:2/23:0),15.390,18.707,12.828,14.728,15.689,14.992,16.287,13.664,16.960,17.034,13.745,12.405,12.439,16.024,14.179,15.879,15.051,17.214,12.477,14.919,13.078,15.618,13.193,16.463,18.149,15.758,12.372,13.213,16.655,19.148,14.570,14.719,15.688,14.825,16.473,14.908,15.382,15.552,14.706,17.140,16.528,19.135,17.313,16.526,14.010,13.593,15.750,16.674,18.789,13.694,15.589,13.746,15.494,13.482,15.113,16.910,14.904,16.803,17.821,15.276,17.919,15.038,13.197,16.705,16.238,15.314,13.788,16.097,14.956,15.581,16.525,13.135,14.994,18.960,15.327,16.103,14.084,16.546,13.749,13.466,11.569,13.528,11.676,12.312,11.274,12.295,12.695
TG(18:2/18:2/18:2),18.293,18.776,18.912,23.192,20.070,20.478,21.228,21.196,16.982,18.317,17.898,18.485,19.063,17.750,18.397,17.631,18.479,21.047,17.866,20.160,18.197,20.277,16.421,18.922,19.155,21.723,18.394,16.183,19.155,19.663,20.513,21.168,17.936,19.326,20.767,18.283,NA,18.270,18.776,18.584,17.851,19.157,19.106,20.484,21.634,20.552,20.885,20.053,19.727,20.414,20.641,20.705,19.384,18.336,19.540,21.322,19.172,21.086,19.101,19.662,20.393,17.590,16.243,20.981,19.635,22.136,19.528,20.165,20.984,21.269,21.348,23.484,18.465,19.418,21.351,19.472,22.373,21.547,19.874,19.798,18.575,15.498,14.231,14.188,14.581,14.741,15.487
TG(18:2/18:2/18:3),15.641,16.388,16.133,21.961,17.174,18.712,18.509,19.305,13.978,16.503,15.840,16.010,16.036,15.594,16.341,14.854,16.522,19.487,15.326,17.508,14.997,18.541,14.178,17.100,17.636,20.241,15.863,12.965,16.800,16.702,18.846,19.909,15.751,17.126,19.197,15.572,14.346,15.321,16.124,16.373,15.791,16.447,16.624,17.374,19.567,18.594,19.151,18.164,18.142,18.109,18.901,19.155,17.765,16.181,NA,18.968,17.083,19.165,17.642,16.906,18.487,14.641,13.914,19.091,17.310,20.638,17.696,18.049,19.371,18.504,18.923,22.181,16.191,17.792,18.850,17.715,21.079,20.203,18.242,18.298,15.882,13.338,NA,NA,NA,12.795,12.279
TG(18:2/18:2/20:4);TG(16:0/18:2/22:6),22.271,22.005,21.247,22.487,22.626,23.348,22.603,21.886,20.575,20.239,18.147,21.129,20.904,21.880,20.827,21.022,23.028,20.564,19.834,22.397,20.628,22.020,19.312,21.463,20.825,21.086,21.632,19.308,22.063,19.815,21.904,22.506,21.677,22.217,22.447,20.797,21.936,21.955,20.365,21.001,21.297,21.949,22.385,22.900,21.267,21.634,20.516,20.440,20.853,21.743,20.082,20.276,20.338,21.651,23.709,22.812,19.655,22.071,20.465,21.970,21.385,20.839,19.172,22.969,21.836,20.817,20.532,21.377,21.604,23.114,22.794,20.548,19.164,21.261,21.885,20.599,21.161,22.036,20.559,20.848,20.738,19.222,19.258,19.366,17.426,19.246,19.293
TG(18:2/20:4/20:4);TG(18:2/18:2/22:6),18.617,19.806,18.574,19.813,19.688,20.018,20.573,18.173,17.123,16.291,15.019,18.002,18.274,17.931,17.355,17.653,19.085,18.355,16.686,19.718,17.817,18.760,15.719,18.262,17.794,18.259,17.783,16.100,18.961,17.269,18.436,19.652,18.653,19.366,20.503,18.016,18.812,19.275,17.587,18.095,18.400,19.730,19.377,20.891,19.239,18.355,17.767,16.745,17.860,18.768,17.374,17.097,16.362,18.184,21.440,20.916,17.011,18.322,17.547,19.452,18.758,17.500,16.492,20.182,18.942,18.153,17.841,18.271,18.145,21.429,21.339,18.548,16.087,18.405,20.022,17.184,18.074,19.752,16.328,17.051,19.029,16.619,15.981,15.300,14.155,16.003,15.436
TG(18:2/20:4/22:4),20.160,19.758,19.250,20.110,19.578,21.460,20.380,20.344,19.260,18.251,16.445,18.661,18.469,20.453,19.334,19.372,20.304,18.587,17.642,20.260,19.023,20.298,17.236,19.676,19.947,18.617,19.360,17.041,20.484,18.024,19.543,20.027,20.125,19.889,20.817,19.131,20.427,19.905,18.701,19.366,19.500,20.347,20.680,20.565,18.636,20.536,18.632,19.065,19.297,19.304,17.601,18.822,18.137,19.413,21.763,20.358,17.759,20.041,18.857,19.688,19.683,19.716,18.058,21.022,19.726,18.689,18.514,19.722,19.615,20.903,20.587,17.744,16.851,20.594,19.715,19.116,19.353,19.813,17.427,17.478,17.720,16.787,16.368,17.294,15.351,16.906,17.091
TG(18:2/22:6/22:6);TG(20:4/20:4/22:6),17.980,18.825,16.875,19.378,18.781,20.201,19.076,17.059,16.446,16.653,13.746,15.411,16.225,17.957,15.837,17.249,19.443,16.563,15.305,18.034,15.676,19.217,13.824,18.296,17.136,16.892,16.602,14.567,18.961,14.951,18.029,18.987,18.324,18.009,20.219,17.003,18.801,18.504,15.516,16.659,18.197,18.572,19.357,19.835,16.806,17.881,15.763,15.339,16.967,16.172,16.799,15.537,16.623,17.685,21.156,18.609,14.366,18.510,16.685,18.107,17.422,16.461,14.405,19.860,18.480,16.523,16.454,16.204,18.181,20.497,19.639,14.436,14.576,18.297,17.978,15.278,16.881,18.568,16.621,15.792,18.214,16.460,16.431,16.238,13.402,16.117,16.394
TG(20:4/20:5/22:6),12.717,14.516,12.561,14.354,14.571,15.285,14.772,11.630,11.455,NA,NA,11.568,NA,NA,NA,12.489,13.532,NA,10.823,13.426,11.408,14.556,NA,13.803,12.469,12.773,NA,NA,13.390,NA,13.044,15.458,14.610,13.905,16.603,12.570,13.929,14.291,NA,13.209,13.566,14.498,14.870,17.287,12.569,12.449,NA,NA,12.267,NA,NA,NA,NA,13.168,15.932,13.660,NA,13.552,12.766,13.649,12.308,NA,NA,14.520,13.163,11.813,14.020,11.575,12.967,16.374,14.655,NA,NA,13.153,14.081,NA,11.188,14.515,NA,NA,14.116,NA,NA,NA,NA,NA,NA
TG(20:4/22:5/22:6),14.509,15.535,14.634,15.133,15.614,16.556,16.177,13.643,13.373,13.008,NA,13.381,13.422,14.061,12.512,14.694,14.582,13.908,12.713,14.976,13.468,15.878,NA,15.269,14.997,14.351,13.647,NA,15.539,11.441,14.035,16.265,15.502,15.200,18.100,14.413,15.264,15.537,13.279,14.634,14.734,15.894,16.604,17.875,13.712,14.558,13.415,12.985,14.538,14.471,14.301,13.658,13.349,15.018,17.780,15.292,12.483,15.269,14.624,15.207,14.804,14.178,12.274,16.979,14.655,13.784,13.648,14.975,14.362,18.097,15.683,NA,12.230,15.507,15.705,12.965,13.964,15.955,12.535,13.139,14.110,NA,12.496,NA,NA,NA,12.437
