Lipid,C3L-00365,C3L-00674,C3L-00677,C3L-01043,C3L-01045,C3L-01048,C3L-01049,C3L-01149,C3L-01157,C3L-01839,C3L-01887,C3L-02041,C3L-02465,C3L-02504,C3L-02542,C3L-02642,C3L-02704,C3L-02705,C3L-02707,C3L-02708,C3L-02900,C3L-02970,C3L-02984,C3L-03266,C3L-03407,C3L-03681,C3L-03727,C3L-03728,C3L-03748,C3L-04084,C3N-00661,C3N-00662,C3N-00663,C3N-00665,C3N-01192,C3N-01196,C3N-01334,C3N-01364,C3N-01366,C3N-01368,C3N-01369,C3N-01370,C3N-01505,C3N-01515,C3N-01517,C3N-01518,C3N-01798,C3N-01814,C3N-01815,C3N-01816,C3N-01817,C3N-01818,C3N-01850,C3N-01852,C3N-01856,C3N-02181,C3N-02183,C3N-02185,C3N-02186,C3N-02188,C3N-02190,C3N-02255,C3N-02256,C3N-02769,C3N-02770,C3N-02782,C3N-02783,C3N-02784,C3N-02785,C3N-02786,C3N-02788,C3N-03070,C3N-03088,C3N-03180,C3N-03182,C3N-03183,C3N-03184,C3N-03186,C3N-03187,C3N-03188,PT-NPJ7,PT-P44H,PT-Q2AG,PT-R55F,PT-RN5K,PT-UTHO,PT-WVLH
PE(P-16:0/20:5),21.334,19.082,19.825,20.192,21.976,21.087,19.492,19.836,18.035,15.727,16.519,23.402,20.718,20.921,20.283,18.784,19.979,20.381,19.956,22.205,22.461,19.405,17.534,18.526,16.588,17.706,21.511,17.795,20.619,20.614,20.945,21.306,22.806,22.337,19.311,20.975,21.948,22.418,21.054,21.677,20.219,15.848,20.230,22.459,21.280,17.962,17.722,19.775,17.666,19.971,16.669,17.659,17.376,20.192,20.631,19.872,19.547,21.051,18.449,20.137,18.735,21.149,20.817,19.537,19.662,21.412,20.457,17.900,20.956,21.548,19.742,23.146,17.248,16.847,21.449,21.275,19.475,19.207,16.653,17.950,18.157,16.618,17.120,16.193,16.295,15.747,16.246
PE(P-16:0/22:4),24.316,24.129,23.914,23.446,23.159,23.920,22.984,24.664,24.101,24.115,24.398,24.351,22.640,25.029,24.466,23.766,22.889,23.976,23.550,23.910,24.484,23.815,24.966,24.183,23.699,23.251,23.814,24.660,22.917,23.627,23.020,23.638,24.744,22.043,22.596,23.360,23.867,23.485,23.063,21.863,23.730,24.391,23.349,21.895,23.188,23.184,23.476,23.870,24.175,22.620,23.717,23.886,24.076,22.147,22.915,23.418,24.480,23.990,24.624,22.901,23.929,23.802,23.952,23.185,23.756,22.606,23.785,22.668,23.458,23.528,23.838,24.733,24.408,24.829,23.599,23.371,23.172,23.348,24.530,24.055,23.591,24.089,23.885,24.115,24.290,24.086,23.861
PE(P-16:0/22:5);PE(P-18:1/20:4),23.897,23.950,23.800,23.272,23.466,23.296,23.272,22.748,23.931,24.297,24.514,24.179,24.449,23.810,23.484,24.160,23.672,24.141,23.973,23.684,24.121,23.339,24.503,24.244,23.951,24.022,24.055,24.568,23.026,23.702,23.917,23.509,24.285,22.884,23.689,23.713,24.154,24.420,23.132,24.109,23.826,24.459,23.129,22.946,23.919,23.721,23.884,23.168,24.260,23.660,23.975,23.873,24.264,23.988,22.777,22.691,24.187,24.069,24.442,23.327,23.531,24.176,23.834,23.335,23.827,23.791,24.148,23.340,23.746,23.952,23.739,23.718,24.067,24.643,24.096,22.621,23.328,23.526,24.185,23.933,24.024,24.254,24.117,24.213,24.356,24.152,24.082
PE(P-16:0/22:6),24.222,23.645,24.034,23.672,24.052,24.343,23.426,24.144,23.834,23.655,23.628,24.278,23.728,24.376,23.877,24.035,23.645,23.168,23.998,23.705,23.985,23.815,23.404,23.497,23.111,23.218,24.166,24.234,23.765,24.160,23.470,24.119,23.931,23.862,23.209,23.877,24.493,23.450,23.347,24.309,22.850,23.391,23.545,23.741,24.581,22.865,23.652,23.515,23.641,24.028,23.589,23.639,23.999,24.044,23.299,22.977,23.649,24.428,23.843,23.386,23.696,23.829,24.061,23.686,23.939,24.382,23.763,22.854,23.637,24.099,23.669,24.133,23.374,23.708,23.741,23.279,24.172,23.865,23.933,23.986,23.900,24.017,24.006,23.681,23.724,23.739,23.798
PE(P-18:0/0:0),17.311,19.077,17.723,17.453,17.665,17.513,17.600,18.238,19.050,18.833,17.938,17.283,17.610,18.707,17.669,17.896,17.471,18.050,18.023,17.328,17.474,17.991,18.448,18.722,19.174,18.250,18.294,18.768,17.841,18.266,18.526,18.089,18.239,17.540,17.292,17.498,17.566,16.851,17.516,17.945,18.412,18.935,18.228,18.146,17.700,17.036,17.895,18.346,19.146,18.058,18.988,18.199,18.807,18.002,20.003,17.462,19.529,19.958,19.205,18.080,18.196,18.195,18.314,19.263,18.199,18.424,17.569,17.892,17.988,17.710,18.303,17.869,19.205,21.572,16.963,17.108,17.765,18.913,18.621,18.202,19.037,19.677,19.543,19.257,19.718,18.435,19.645
PE(P-18:0/16:0);PE(P-16:0/18:0),19.707,19.797,21.321,20.307,19.669,19.602,19.741,20.222,20.309,19.917,20.284,20.038,19.848,20.979,20.868,19.731,20.199,19.528,20.904,20.040,19.821,20.031,21.072,19.819,19.959,19.168,19.977,20.822,20.206,20.511,20.246,20.693,21.055,19.980,19.608,20.027,20.494,19.212,19.994,19.366,19.347,20.153,19.306,19.121,19.999,18.808,19.561,20.137,19.397,19.089,19.952,20.612,20.594,19.882,19.040,19.665,20.042,21.094,19.531,19.422,20.080,21.092,20.789,19.485,21.201,20.366,20.209,19.589,20.062,19.965,19.597,21.221,19.664,20.736,20.185,18.880,19.973,19.956,20.984,20.092,21.556,20.773,20.959,20.866,20.769,20.500,20.952
PE(P-18:0/18:1),22.797,23.762,22.896,22.901,22.741,23.050,22.435,22.335,23.568,24.177,24.230,22.253,23.662,23.146,22.158,23.096,22.695,23.671,23.758,22.401,22.491,23.237,24.574,24.214,24.204,24.103,23.414,24.191,22.628,23.017,23.989,23.384,23.738,23.366,22.892,23.155,23.606,22.763,23.026,23.456,23.722,24.419,22.634,23.225,23.533,22.529,23.438,22.719,24.118,23.618,23.805,23.854,24.083,23.594,23.003,22.892,24.402,23.868,24.551,22.793,24.118,23.618,23.513,23.239,23.440,23.712,23.566,23.103,22.777,23.352,22.883,23.175,23.907,24.858,23.004,21.484,22.944,23.745,23.765,23.516,24.170,24.526,24.077,24.107,24.286,23.853,23.979
PE(P-18:0/20:1),19.822,21.385,20.192,19.852,19.679,18.575,19.195,19.884,21.583,22.706,22.938,18.745,20.017,19.293,19.771,19.931,19.730,21.657,20.953,19.183,18.992,20.686,22.881,22.572,22.787,22.252,19.269,22.198,19.240,20.475,20.725,20.439,21.038,20.287,20.033,20.148,21.464,19.291,20.251,19.930,21.381,22.931,19.960,20.048,19.290,19.552,20.849,20.018,22.221,21.407,21.923,22.004,22.070,20.075,19.503,19.957,22.358,21.423,23.028,18.973,22.079,21.627,21.503,19.888,21.258,20.956,21.564,20.806,19.881,20.189,19.721,19.107,21.913,23.113,19.765,17.894,20.592,21.355,21.696,21.654,22.280,22.535,22.427,22.692,22.516,22.578,22.564
PE(P-18:0/20:3)_A,21.728,21.974,21.533,21.796,20.965,21.750,20.690,21.611,22.290,22.570,22.375,21.545,22.136,22.421,22.205,21.672,21.042,22.187,22.000,20.900,22.435,22.378,24.172,22.306,22.434,22.132,23.079,22.275,21.777,21.625,21.944,21.835,22.141,21.941,21.628,22.153,21.469,20.040,22.041,22.195,21.506,22.406,21.300,21.978,21.853,20.798,21.477,22.053,22.481,21.555,21.624,22.510,22.537,22.260,20.536,21.203,22.412,22.462,22.909,21.680,22.341,22.849,22.523,21.195,21.750,22.750,21.266,22.510,21.728,20.875,21.439,21.939,22.489,22.768,19.557,20.424,21.880,21.444,22.909,21.898,21.495,22.209,21.785,22.018,22.145,21.822,21.664
PE(P-18:0/20:3)_B,19.093,18.647,18.365,19.645,17.780,19.238,18.750,18.766,20.413,19.475,20.152,18.617,20.458,18.843,18.955,19.410,19.633,19.374,19.065,17.321,20.479,20.277,21.863,19.753,20.134,20.096,19.133,18.843,19.411,19.211,18.224,19.231,19.504,19.007,18.885,20.482,19.055,18.500,19.710,21.353,18.668,19.833,17.844,19.469,17.541,18.816,18.854,19.169,19.198,19.443,18.383,19.880,20.748,20.238,17.780,18.221,18.637,20.412,20.251,18.695,19.263,20.438,21.141,19.381,18.491,19.582,18.297,19.367,19.148,17.443,18.667,18.720,19.048,19.459,16.823,19.115,19.122,17.690,20.299,18.467,17.896,19.623,19.256,19.854,18.959,19.226,19.168
PE(P-18:0/20:4),24.487,24.288,24.640,24.467,24.401,24.962,24.517,24.384,24.522,23.320,24.142,25.138,24.655,25.259,24.439,24.235,24.508,23.797,24.896,23.961,24.907,23.727,23.002,23.829,23.339,23.304,25.256,24.053,24.366,24.617,24.294,24.666,25.533,23.791,23.980,24.639,24.705,24.373,23.967,24.898,23.716,23.600,24.026,24.392,24.737,23.746,24.665,24.006,23.784,24.839,23.607,24.266,24.515,24.380,24.072,23.807,23.736,25.288,23.705,24.691,23.226,24.412,24.684,24.836,24.772,24.743,24.278,24.521,24.622,24.232,24.444,25.804,23.322,23.541,23.935,24.061,24.075,23.871,24.985,23.871,24.134,24.374,24.287,23.956,24.143,23.590,24.289
PE(P-18:0/20:5);PE(P-16:0/22:5),22.934,21.353,21.661,22.683,21.739,22.525,21.138,23.250,22.102,20.884,21.971,21.373,21.114,23.665,23.014,21.911,20.786,21.342,22.162,21.268,22.024,21.875,22.479,22.070,21.610,19.874,22.548,21.388,22.366,22.193,20.791,21.547,21.401,21.468,20.246,22.857,21.468,20.372,20.989,21.227,20.259,20.126,21.294,20.930,22.063,21.753,22.014,21.085,21.479,20.622,20.256,21.451,20.996,21.305,21.735,20.829,21.776,22.606,21.232,21.434,21.120,20.911,21.593,21.620,21.981,22.453,20.719,20.756,21.671,22.280,22.230,21.647,21.627,20.871,20.790,22.279,23.024,20.317,22.271,20.846,20.317,21.032,20.282,21.159,20.812,20.871,20.836
PE(P-18:0/22:1),16.758,18.254,17.486,17.409,16.836,16.113,16.578,16.239,18.064,19.392,19.875,16.389,17.203,16.654,16.906,16.731,16.760,18.434,17.026,16.084,15.765,17.215,20.249,19.280,20.193,19.117,16.522,19.032,16.508,17.391,17.767,17.703,18.288,18.209,17.311,17.030,18.473,16.567,17.095,16.965,18.112,19.833,16.810,17.678,16.609,16.285,17.462,17.078,19.099,16.466,18.674,19.045,18.603,17.374,17.281,17.565,18.764,18.069,19.571,16.092,19.253,18.446,18.295,17.155,17.880,17.577,18.248,17.657,16.666,18.067,16.570,16.332,18.818,19.886,17.713,14.508,17.843,17.766,18.567,18.429,19.072,19.399,19.235,19.694,19.128,19.588,19.413
PE(P-18:0/22:4),23.267,24.088,24.021,22.873,22.406,22.960,23.100,23.761,24.408,24.427,24.854,23.521,23.379,24.090,23.779,23.890,22.501,23.553,23.905,22.941,23.844,23.480,24.526,23.915,23.645,23.251,23.607,24.373,22.615,23.507,23.095,24.013,24.635,22.077,22.933,22.777,23.358,22.208,22.784,21.782,23.514,24.855,23.182,21.809,22.734,22.642,23.440,23.627,23.875,22.426,24.147,24.176,24.676,22.407,22.518,22.641,24.087,24.175,24.435,22.679,23.717,24.160,24.510,23.471,24.235,22.497,23.301,23.188,23.784,22.888,23.583,24.641,24.289,24.872,22.761,22.229,23.050,23.865,24.765,24.133,24.716,25.251,24.736,24.815,24.797,24.574,24.765
PE(P-18:0/22:5)_A,21.510,21.171,21.705,21.427,21.087,20.688,21.415,21.935,21.145,20.588,20.441,21.966,21.607,22.097,21.607,21.134,20.443,21.058,21.196,21.561,21.748,21.039,21.047,20.805,20.753,21.454,21.546,21.974,20.930,21.013,21.336,21.851,22.614,20.583,20.866,21.288,21.699,21.383,21.385,20.522,21.027,20.770,21.048,20.768,20.976,20.291,21.216,21.062,20.647,21.115,20.612,20.716,21.235,20.327,21.204,20.405,21.443,21.419,20.806,21.002,20.848,22.318,21.888,21.370,21.405,20.238,21.012,20.662,20.831,21.119,20.765,22.910,20.536,21.072,21.467,21.388,20.932,21.403,20.698,20.937,22.191,21.801,21.671,20.516,21.545,21.071,21.181
PE(P-18:0/22:5)_B,21.837,21.175,21.870,22.279,19.949,21.684,20.008,22.290,22.683,21.861,22.561,19.715,21.549,22.750,21.897,22.362,20.350,21.165,21.863,19.666,21.298,21.510,22.115,21.857,22.193,19.793,21.961,21.245,21.732,21.726,20.606,20.822,20.627,20.597,20.607,22.134,20.600,18.908,19.484,20.800,19.745,21.165,20.881,19.467,21.046,21.747,22.396,20.753,21.178,19.573,21.212,21.867,21.908,21.273,20.854,19.620,21.163,22.558,21.140,21.166,20.424,21.004,21.497,21.932,22.093,21.821,19.959,21.116,22.069,20.186,21.788,20.588,21.598,21.390,18.791,20.695,22.249,20.376,22.979,21.048,21.917,22.853,21.193,22.724,22.244,22.643,22.349
PE(P-18:0/22:6)_A,18.978,18.713,18.616,18.689,18.003,17.743,18.557,19.727,20.118,18.984,18.948,17.591,19.844,18.393,18.469,19.474,20.020,18.130,18.035,18.695,19.159,18.543,19.762,18.863,19.511,20.885,18.357,19.035,19.761,19.309,20.035,18.737,18.791,19.147,20.032,18.338,19.878,18.162,18.855,20.666,18.432,19.129,18.926,19.503,18.144,19.654,19.844,19.506,18.404,20.197,18.880,18.984,19.361,18.022,20.277,18.207,18.154,18.905,19.094,20.129,17.859,19.450,19.456,21.411,18.982,19.246,19.245,20.226,19.553,18.979,19.206,17.992,18.849,19.115,18.037,18.474,18.608,20.053,19.122,19.078,20.343,20.388,19.943,19.859,19.820,19.733,19.981
PE(P-18:0/22:6)_B,23.667,23.567,24.107,23.321,23.059,23.500,23.553,23.325,24.156,24.468,24.169,22.373,24.162,23.266,23.162,23.964,23.144,23.284,24.190,22.489,23.054,23.329,23.065,23.132,23.494,23.571,23.594,23.520,23.338,24.212,24.236,23.911,23.705,23.779,23.772,23.368,24.163,22.769,22.897,24.025,22.689,24.101,23.384,23.277,24.055,22.733,24.194,23.448,23.183,24.108,24.014,23.942,24.538,23.980,22.669,22.103,23.053,24.784,23.648,23.814,22.655,24.570,24.447,24.458,24.460,24.238,23.701,23.750,24.348,23.298,23.795,23.803,23.397,23.417,22.464,22.142,23.296,24.356,24.276,24.030,24.986,24.941,24.828,24.514,24.464,24.572,24.443
PE(P-18:1/16:1),16.033,19.088,17.387,16.033,15.866,16.128,15.060,14.870,19.129,20.138,20.064,15.690,17.134,16.322,15.890,18.438,15.884,19.497,18.221,16.658,16.502,18.397,21.165,19.292,18.808,19.000,15.004,18.784,15.293,17.297,17.172,16.258,16.985,16.167,18.406,16.873,17.765,17.168,15.650,16.992,18.215,20.893,15.888,16.558,15.695,17.365,17.978,16.817,19.561,15.894,19.901,18.694,19.908,16.946,15.210,16.102,19.316,18.651,20.627,15.018,18.287,18.633,17.788,16.834,17.895,15.773,18.298,17.240,16.669,16.774,17.859,16.047,19.637,20.064,16.510,14.767,16.043,18.543,19.260,19.273,19.926,21.201,19.353,20.158,20.809,20.325,19.662
PE(P-18:1/18:1),21.266,23.995,21.979,21.339,20.931,20.140,20.091,19.605,23.774,24.711,24.950,19.612,22.001,19.770,19.573,22.710,21.547,24.141,23.147,20.420,21.185,22.944,24.989,24.641,24.181,24.078,20.152,24.234,20.049,22.119,22.514,20.871,22.688,20.750,22.584,21.816,22.871,22.438,20.524,22.175,23.780,25.034,22.213,21.388,20.784,22.362,22.962,21.980,24.703,21.867,24.044,23.822,24.179,21.906,20.373,21.766,24.580,23.918,25.157,19.873,23.863,23.313,23.236,22.101,23.088,21.901,23.662,22.358,21.631,21.718,22.341,20.966,24.360,25.355,22.608,19.043,22.246,23.339,23.804,24.018,24.084,24.786,24.123,24.448,25.077,24.676,24.388
PE(P-18:1/20:1),19.053,22.199,19.788,20.020,18.947,18.942,18.985,19.420,21.978,23.537,23.666,18.721,20.413,19.308,19.219,20.076,19.493,22.505,20.988,18.918,19.562,20.852,23.206,23.183,22.608,22.373,18.950,22.656,18.900,20.231,20.411,19.379,20.774,20.041,20.264,19.448,21.286,19.722,19.362,20.465,22.411,23.768,20.283,19.758,19.011,19.996,21.247,19.876,22.742,20.330,22.468,22.515,22.810,19.376,18.827,20.150,22.412,21.901,23.551,18.373,22.331,21.224,21.569,20.194,21.253,20.167,22.110,20.230,19.487,19.871,19.837,18.588,22.722,23.760,20.160,18.706,20.953,21.877,22.012,22.426,22.722,23.413,22.752,23.402,23.298,23.392,23.151
PE(P-18:1/20:5),20.648,20.005,20.103,20.275,20.973,19.482,19.495,18.854,19.384,18.473,17.562,21.558,21.845,19.633,19.413,20.769,19.526,20.657,19.915,21.023,22.605,19.129,19.790,18.492,18.576,20.562,20.592,19.389,19.719,20.300,21.333,20.475,21.591,20.508,20.859,20.585,20.837,22.888,19.976,20.932,20.801,18.911,19.347,21.286,21.217,19.575,18.873,19.246,19.214,19.826,19.001,19.687,20.477,20.159,19.243,18.951,18.812,21.306,20.630,20.298,18.381,21.309,20.936,19.775,20.071,20.483,20.099,18.965,20.610,21.015,19.515,22.224,18.924,19.047,21.743,18.931,19.142,20.046,18.457,18.898,20.006,19.200,19.587,17.811,18.346,17.968,18.732
PE(P-18:1/22:4),20.925,22.975,21.885,20.521,19.917,20.432,20.488,20.576,22.585,23.735,24.263,20.533,21.497,20.519,20.571,22.099,20.346,22.898,22.302,20.456,21.725,21.750,23.817,23.371,22.825,22.046,21.021,23.436,20.390,21.843,21.237,21.127,21.924,20.301,21.302,20.240,22.054,21.552,19.925,NA,22.631,24.084,21.024,20.453,20.802,21.490,22.245,21.446,23.361,20.833,23.228,22.663,23.247,20.099,NA,20.478,23.206,22.670,24.145,20.684,22.604,22.579,22.680,21.502,22.297,21.467,22.287,21.308,21.908,21.094,21.749,20.980,23.722,24.385,21.709,NA,21.111,22.548,23.248,22.827,23.134,23.853,23.297,23.601,24.302,24.027,23.300
PE(P-18:1/22:5)_A,19.444,19.556,19.721,18.549,18.824,17.896,19.456,18.042,19.554,19.458,18.966,19.961,20.153,18.714,18.865,19.970,18.090,19.700,19.363,19.765,20.475,18.901,20.508,19.296,19.554,20.158,19.375,20.830,18.439,19.435,19.374,19.221,20.023,18.197,19.352,17.911,20.267,20.896,19.436,18.620,20.200,20.360,18.658,18.423,19.749,18.625,19.466,18.800,19.673,20.304,19.763,18.915,19.721,18.864,18.431,18.136,20.451,19.265,20.409,18.333,19.465,20.570,20.244,18.546,19.148,19.013,19.792,18.553,18.802,19.599,18.156,19.954,20.125,20.704,20.923,17.634,18.069,19.842,18.868,19.672,21.036,20.779,20.394,19.622,20.612,20.423,19.958
PE(P-18:1/22:5)_B,19.190,18.593,18.563,19.334,17.913,18.549,17.200,19.281,19.815,19.765,20.368,17.153,18.904,18.676,18.460,19.478,18.069,19.195,18.834,17.641,18.787,18.605,21.202,20.437,20.738,17.799,18.620,18.970,18.633,18.663,17.448,18.041,17.431,18.037,19.063,20.015,18.411,17.240,17.405,18.546,18.281,19.124,17.722,17.439,18.228,20.012,19.646,17.670,20.098,17.511,18.535,19.523,18.717,18.559,17.680,17.003,19.596,19.314,19.889,17.995,18.706,17.897,18.369,17.883,18.488,19.096,17.896,18.790,18.983,18.880,18.956,17.230,20.180,20.177,17.800,17.766,19.296,17.532,19.961,18.517,18.933,20.385,18.355,20.307,19.838,20.373,19.557
PE(P-18:1/22:6),21.914,22.034,22.337,21.356,21.203,21.038,21.323,21.193,22.487,22.537,22.735,20.916,23.139,20.641,21.079,23.375,21.577,21.969,22.237,21.159,21.940,21.448,22.867,21.825,22.900,22.896,21.418,22.705,21.249,22.338,22.375,21.612,21.248,21.788,22.701,21.684,22.761,22.040,20.832,22.502,21.788,22.838,21.444,21.503,21.785,21.975,22.707,21.297,22.564,22.285,22.566,22.733,22.925,22.687,19.749,19.819,22.071,22.519,22.953,21.492,21.733,22.642,22.403,21.678,21.962,22.268,21.926,21.937,22.183,22.178,21.638,21.595,22.520,22.811,22.234,18.995,21.559,22.501,22.500,22.261,23.229,23.297,22.885,22.807,22.849,22.742,22.783
PE(P-20:0/20:4),20.180,20.561,21.089,20.846,20.663,20.335,20.540,20.242,20.691,19.281,19.924,21.187,20.802,21.244,20.758,20.392,20.487,20.030,20.270,19.743,19.838,19.502,18.687,19.382,19.419,19.117,21.072,20.229,20.055,21.171,20.673,20.751,21.460,20.622,20.441,20.518,20.877,20.361,19.654,20.258,20.314,19.831,20.669,20.750,21.149,19.700,20.313,20.030,19.842,19.780,19.489,20.005,20.481,20.580,20.248,20.147,19.707,20.899,19.465,20.750,19.176,20.424,20.533,20.225,20.752,20.810,19.616,20.410,20.752,20.994,20.077,21.363,19.271,19.398,20.178,19.232,19.708,19.794,21.036,19.641,20.087,20.290,20.203,19.858,19.842,19.578,20.514
PE(P-20:0/22:6),18.436,17.859,18.577,17.974,18.739,18.371,18.190,18.121,18.858,18.512,17.957,17.637,19.245,17.447,17.785,18.340,18.248,17.719,18.654,16.988,16.782,17.960,16.444,17.784,18.340,18.563,18.083,18.393,18.302,18.975,19.025,18.782,17.668,19.260,18.597,18.648,19.350,17.996,17.883,19.251,17.766,18.190,18.767,18.760,19.209,17.941,18.623,17.865,18.348,18.649,18.417,18.254,18.389,19.433,17.764,16.555,17.370,18.972,18.153,18.878,17.862,18.389,18.767,19.048,18.642,19.123,17.816,18.559,18.258,18.584,17.476,18.144,17.331,16.881,17.940,16.571,17.882,18.940,18.451,18.312,18.788,18.564,18.909,18.316,17.976,18.538,18.518
PG(16:0/16:0)_B,16.795,17.399,17.678,20.194,16.265,16.804,16.071,18.722,18.524,19.893,18.460,17.013,15.875,17.574,18.470,18.271,17.373,16.278,19.283,15.699,17.223,18.669,17.147,16.535,16.268,16.577,17.552,17.741,17.215,17.930,16.752,17.028,15.376,17.842,17.536,17.590,18.389,15.560,16.939,16.857,14.775,18.620,16.846,16.844,16.349,16.177,17.771,18.148,16.954,16.091,19.160,18.484,18.865,18.025,15.904,16.569,16.862,17.797,17.377,16.499,17.234,18.532,18.939,16.684,18.908,16.548,17.071,16.676,17.757,15.372,18.299,17.769,18.277,17.141,15.681,17.262,19.220,19.022,18.988,18.464,18.138,17.948,18.588,18.652,18.482,19.075,18.442
PG(16:0/16:0)_A,13.306,14.274,12.367,13.575,10.931,11.891,11.845,14.194,14.532,13.770,12.555,13.494,NA,13.146,14.769,13.554,12.542,14.937,13.148,12.606,12.633,14.626,13.485,13.336,12.743,13.806,11.312,13.637,14.285,12.781,12.094,13.966,10.306,12.843,13.367,11.616,13.656,11.012,14.172,12.970,11.797,13.837,12.949,12.879,12.400,11.494,12.761,14.878,14.084,11.519,15.142,11.980,13.608,12.659,9.538,11.657,14.474,13.392,13.904,14.162,13.370,14.342,12.849,12.867,12.453,14.221,12.031,14.085,12.306,11.607,13.499,NA,14.296,13.987,12.558,18.253,13.344,12.965,13.406,13.259,12.201,11.532,12.213,12.599,12.812,12.463,12.224
PG(16:0/16:1),13.040,13.396,12.758,12.745,NA,10.885,11.052,13.449,13.679,14.232,13.890,12.887,9.948,12.575,13.742,13.190,11.919,14.021,13.277,12.579,13.127,13.606,13.983,12.829,12.249,12.846,11.414,14.293,13.082,12.692,11.087,13.002,10.631,11.242,12.761,10.966,13.668,10.665,12.568,12.106,11.333,14.824,11.796,12.391,12.491,11.725,12.367,13.671,13.865,11.054,15.179,12.288,14.572,12.319,10.037,11.370,13.756,12.335,14.501,12.409,12.599,14.361,13.309,12.073,12.797,13.139,12.796,13.198,11.013,11.205,13.338,NA,13.969,13.475,11.281,16.105,12.242,11.910,13.708,13.661,12.377,13.813,13.317,13.410,13.532,13.822,13.652
PG(16:0/18:0),16.133,16.875,17.882,18.141,17.544,17.249,15.905,18.513,17.469,20.659,17.682,16.953,16.397,18.453,17.252,16.660,17.132,18.369,17.451,17.351,17.133,16.966,16.478,17.876,16.670,15.480,16.829,17.196,18.544,18.071,17.538,16.827,16.729,20.688,17.142,17.768,18.785,14.793,15.545,17.131,17.460,18.549,17.204,19.468,16.555,16.688,17.358,17.243,17.456,15.623,19.144,19.059,18.177,16.844,17.996,18.007,18.500,19.792,16.778,18.410,17.238,19.994,18.361,19.381,19.793,17.595,17.144,17.845,18.168,17.001,18.597,17.305,18.750,17.787,16.035,17.681,15.805,19.564,18.744,17.353,18.948,17.436,18.789,18.906,18.685,20.215,18.468
PG(16:0/18:1)_A,16.398,16.993,15.790,16.492,13.906,14.844,15.432,16.640,17.495,17.397,16.518,16.536,13.558,16.179,17.062,16.526,16.118,17.584,16.611,15.946,16.202,17.012,16.678,16.268,16.672,16.746,15.533,17.327,16.713,16.249,15.780,17.071,14.716,15.796,16.279,15.056,17.185,15.110,16.874,16.275,15.963,17.496,16.102,16.219,16.181,15.403,16.353,17.549,17.435,15.447,18.257,15.741,17.238,16.106,14.115,15.216,17.901,16.250,17.551,16.878,16.691,17.674,16.132,15.602,16.111,17.396,16.017,17.137,14.907,14.896,16.573,13.506,17.436,17.739,16.451,18.321,16.251,15.839,16.548,16.348,15.234,15.720,15.933,16.247,16.526,16.594,16.056
PG(16:0/18:1)_B,19.752,19.850,21.438,20.653,20.600,20.491,20.479,21.846,21.093,20.863,20.731,21.434,19.983,21.893,21.288,20.328,21.340,19.598,20.679,20.547,22.011,20.813,21.295,20.288,19.482,20.343,21.634,21.003,20.663,20.818,19.530,20.853,19.941,20.293,20.196,21.611,20.968,20.723,20.035,20.918,18.238,20.628,20.255,20.253,20.411,19.551,20.322,20.924,19.778,21.105,20.721,20.096,21.051,20.337,19.127,19.469,20.244,20.884,20.215,20.594,20.180,20.875,20.965,20.227,20.864,20.588,20.196,20.752,20.249,20.682,20.392,20.751,20.608,19.884,21.031,21.250,21.265,20.471,21.191,20.380,20.378,20.569,21.020,20.454,20.491,20.764,20.841
PG(16:0/18:2),14.513,14.690,15.303,15.578,16.364,14.749,15.026,15.944,15.053,14.542,14.418,14.630,14.632,15.179,15.045,14.580,14.957,13.866,13.828,14.677,16.377,15.069,15.164,13.937,13.970,14.385,15.132,15.143,14.701,15.033,14.777,14.456,14.629,15.297,14.411,15.658,15.238,15.418,14.477,14.384,14.055,13.984,14.771,15.040,15.472,14.651,14.831,14.820,15.035,15.234,16.206,14.588,14.049,14.714,15.375,15.296,15.150,14.633,14.682,14.657,15.433,14.701,14.171,15.010,15.206,14.662,14.351,15.362,14.667,15.717,14.999,15.018,15.092,14.574,16.157,15.556,14.706,15.535,14.933,15.145,15.587,14.344,14.541,13.872,14.206,14.372,13.967
PG(16:0/20:4)_A,14.530,14.845,14.595,14.380,11.637,14.009,13.569,14.765,14.214,14.232,13.590,15.129,10.982,15.839,15.508,14.652,14.207,14.731,14.261,14.328,15.339,15.145,14.173,13.884,13.063,13.691,14.227,14.255,15.015,13.798,13.346,13.882,13.318,13.358,13.387,12.630,14.544,12.695,13.700,13.378,12.909,13.628,13.797,13.920,14.242,13.453,13.370,15.868,14.445,12.321,14.394,12.861,14.206,13.417,12.702,14.223,14.386,14.658,13.964,14.527,14.082,15.128,13.879,14.276,14.464,14.520,14.078,13.464,13.268,13.614,14.393,13.772,13.954,13.940,14.328,16.778,14.078,13.458,14.332,13.973,11.929,12.838,12.826,12.683,12.973,13.655,13.062
